,Area,Item,Element,Year,Unit,Value
818026,OECD,Industrial processes and product use,Share of sector in total F-gases emissions,1997,Gigagrams,100.0
818027,OECD,Industrial processes and product use,Share of sector in total F-gases emissions,1998,Gigagrams,100.0
818028,OECD,Industrial processes and product use,Share of sector in total F-gases emissions,1999,Gigagrams,100.0
818029,OECD,Industrial processes and product use,Share of sector in total F-gases emissions,2000,Gigagrams,100.0
818030,OECD,Industrial processes and product use,Share of sector in total F-gases emissions,2001,Gigagrams,100.0
818031,OECD,Industrial processes and product use,Share of sector in total F-gases emissions,2002,Gigagrams,100.0
818032,OECD,Industrial processes and product use,Share of sector in total F-gases emissions,2003,Gigagrams,100.0
818033,OECD,Industrial processes and product use,Share of sector in total F-gases emissions,2004,Gigagrams,100.0
818034,OECD,Industrial processes and product use,Share of sector in total F-gases emissions,2005,Gigagrams,100.0
818035,OECD,Industrial processes and product use,Share of sector in total F-gases emissions,2006,Gigagrams,100.0
818036,OECD,Industrial processes and product use,Share of sector in total F-gases emissions,2007,Gigagrams,100.0
818037,OECD,Industrial processes and product use,Share of sector in total F-gases emissions,2008,Gigagrams,100.0
818038,OECD,Industrial processes and product use,Share of sector in total F-gases emissions,2009,Gigagrams,100.0
818039,OECD,Industrial processes and product use,Share of sector in total F-gases emissions,2010,Gigagrams,100.0
818040,OECD,Industrial processes and product use,Share of CO2 in sector emissions,1990,%,61.3344
818041,OECD,Industrial processes and product use,Share of CO2 in sector emissions,1991,%,60.3867
818042,OECD,Industrial processes and product use,Share of CO2 in sector emissions,1992,%,61.0259
818043,OECD,Industrial processes and product use,Share of CO2 in sector emissions,1993,%,60.4957
818044,OECD,Industrial processes and product use,Share of CO2 in sector emissions,1994,%,60.3813
818045,OECD,Industrial processes and product use,Share of CO2 in sector emissions,1995,%,58.7
818046,OECD,Industrial processes and product use,Share of CO2 in sector emissions,1996,%,57.6452
818047,OECD,Industrial processes and product use,Share of CO2 in sector emissions,1997,%,57.5864
818048,OECD,Industrial processes and product use,Share of CO2 in sector emissions,1998,%,58.0444
818049,OECD,Industrial processes and product use,Share of CO2 in sector emissions,1999,%,58.865
818050,OECD,Industrial processes and product use,Share of CO2 in sector emissions,2000,%,60.1665
818051,OECD,Industrial processes and product use,Share of CO2 in sector emissions,2001,%,58.6076
818052,OECD,Industrial processes and product use,Share of CO2 in sector emissions,2002,%,57.8229
818053,OECD,Industrial processes and product use,Share of CO2 in sector emissions,2003,%,56.5306
818054,OECD,Industrial processes and product use,Share of CO2 in sector emissions,2004,%,56.006
818055,OECD,Industrial processes and product use,Share of CO2 in sector emissions,2005,%,54.5542
818056,OECD,Industrial processes and product use,Share of CO2 in sector emissions,2006,%,53.9773
818057,OECD,Industrial processes and product use,Share of CO2 in sector emissions,2007,%,52.8794
818058,OECD,Industrial processes and product use,Share of CO2 in sector emissions,2008,%,50.8886
818059,OECD,Industrial processes and product use,Share of CO2 in sector emissions,2009,%,46.3669
818060,OECD,Industrial processes and product use,Share of CO2 in sector emissions,2010,%,45.4566
818061,OECD,Industrial processes and product use,Share of CH4 in sector emissions,1990,%,0.1868
818062,OECD,Industrial processes and product use,Share of CH4 in sector emissions,1991,%,0.1869
818063,OECD,Industrial processes and product use,Share of CH4 in sector emissions,1992,%,0.1866
818064,OECD,Industrial processes and product use,Share of CH4 in sector emissions,1993,%,0.1893
818065,OECD,Industrial processes and product use,Share of CH4 in sector emissions,1994,%,0.1925
818066,OECD,Industrial processes and product use,Share of CH4 in sector emissions,1995,%,0.1908
818067,OECD,Industrial processes and product use,Share of CH4 in sector emissions,1996,%,0.1866
818068,OECD,Industrial processes and product use,Share of CH4 in sector emissions,1997,%,0.1903
818069,OECD,Industrial processes and product use,Share of CH4 in sector emissions,1998,%,0.191
818070,OECD,Industrial processes and product use,Share of CH4 in sector emissions,1999,%,0.1954
818071,OECD,Industrial processes and product use,Share of CH4 in sector emissions,2000,%,0.1975
818072,OECD,Industrial processes and product use,Share of CH4 in sector emissions,2001,%,0.1909
818073,OECD,Industrial processes and product use,Share of CH4 in sector emissions,2002,%,0.1826
818074,OECD,Industrial processes and product use,Share of CH4 in sector emissions,2003,%,0.174
818075,OECD,Industrial processes and product use,Share of CH4 in sector emissions,2004,%,0.1721
818076,OECD,Industrial processes and product use,Share of CH4 in sector emissions,2005,%,0.1665
818077,OECD,Industrial processes and product use,Share of CH4 in sector emissions,2006,%,0.1598
818078,OECD,Industrial processes and product use,Share of CH4 in sector emissions,2007,%,0.1566
818079,OECD,Industrial processes and product use,Share of CH4 in sector emissions,2008,%,0.1536
818080,OECD,Industrial processes and product use,Share of CH4 in sector emissions,2009,%,0.155
818081,OECD,Industrial processes and product use,Share of CH4 in sector emissions,2010,%,0.1459
818082,OECD,Industrial processes and product use,Share of N2O in sector emissions,1990,%,17.7964
818083,OECD,Industrial processes and product use,Share of N2O in sector emissions,1991,%,17.6767
818084,OECD,Industrial processes and product use,Share of N2O in sector emissions,1992,%,17.6137
818085,OECD,Industrial processes and product use,Share of N2O in sector emissions,1993,%,17.1609
818086,OECD,Industrial processes and product use,Share of N2O in sector emissions,1994,%,17.6182
818087,OECD,Industrial processes and product use,Share of N2O in sector emissions,1995,%,17.6286
818088,OECD,Industrial processes and product use,Share of N2O in sector emissions,1996,%,17.7682
818089,OECD,Industrial processes and product use,Share of N2O in sector emissions,1997,%,17.3705
818090,OECD,Industrial processes and product use,Share of N2O in sector emissions,1998,%,14.2503
818091,OECD,Industrial processes and product use,Share of N2O in sector emissions,1999,%,11.3315
818092,OECD,Industrial processes and product use,Share of N2O in sector emissions,2000,%,12.1011
818093,OECD,Industrial processes and product use,Share of N2O in sector emissions,2001,%,11.4234
818094,OECD,Industrial processes and product use,Share of N2O in sector emissions,2002,%,10.4675
818095,OECD,Industrial processes and product use,Share of N2O in sector emissions,2003,%,10.214
818096,OECD,Industrial processes and product use,Share of N2O in sector emissions,2004,%,9.6181
818097,OECD,Industrial processes and product use,Share of N2O in sector emissions,2005,%,9.2731
818098,OECD,Industrial processes and product use,Share of N2O in sector emissions,2006,%,8.0527
818099,OECD,Industrial processes and product use,Share of N2O in sector emissions,2007,%,7.7373
818100,OECD,Industrial processes and product use,Share of N2O in sector emissions,2008,%,7.1115
818101,OECD,Industrial processes and product use,Share of N2O in sector emissions,2009,%,6.4966
818102,OECD,Industrial processes and product use,Share of N2O in sector emissions,2010,%,5.1312
818103,OECD,Industrial processes and product use,Share of F-gases in sector emissions,1990,Gigagrams,20.6824
818104,OECD,Industrial processes and product use,Share of F-gases in sector emissions,1991,Gigagrams,21.7496
818105,OECD,Industrial processes and product use,Share of F-gases in sector emissions,1992,Gigagrams,21.1738
818106,OECD,Industrial processes and product use,Share of F-gases in sector emissions,1993,Gigagrams,22.1541
818107,OECD,Industrial processes and product use,Share of F-gases in sector emissions,1994,Gigagrams,21.8079
818108,OECD,Industrial processes and product use,Share of F-gases in sector emissions,1995,Gigagrams,23.4806
818109,OECD,Industrial processes and product use,Share of F-gases in sector emissions,1996,Gigagrams,24.4
818110,OECD,Industrial processes and product use,Share of F-gases in sector emissions,1997,Gigagrams,24.8528
818111,OECD,Industrial processes and product use,Share of F-gases in sector emissions,1998,Gigagrams,27.5144
818112,OECD,Industrial processes and product use,Share of F-gases in sector emissions,1999,Gigagrams,29.6081
818113,OECD,Industrial processes and product use,Share of F-gases in sector emissions,2000,Gigagrams,27.5349
818114,OECD,Industrial processes and product use,Share of F-gases in sector emissions,2001,Gigagrams,29.778
818115,OECD,Industrial processes and product use,Share of F-gases in sector emissions,2002,Gigagrams,31.5269
818116,OECD,Industrial processes and product use,Share of F-gases in sector emissions,2003,Gigagrams,33.0813
818117,OECD,Industrial processes and product use,Share of F-gases in sector emissions,2004,Gigagrams,34.2037
818118,OECD,Industrial processes and product use,Share of F-gases in sector emissions,2005,Gigagrams,36.0062
818119,OECD,Industrial processes and product use,Share of F-gases in sector emissions,2006,Gigagrams,37.8102
818120,OECD,Industrial processes and product use,Share of F-gases in sector emissions,2007,Gigagrams,39.2266
818121,OECD,Industrial processes and product use,Share of F-gases in sector emissions,2008,Gigagrams,41.8463
818122,OECD,Industrial processes and product use,Share of F-gases in sector emissions,2009,Gigagrams,46.9815
818123,OECD,Industrial processes and product use,Share of F-gases in sector emissions,2010,Gigagrams,49.2663
818124,OECD,Waste,Emissions (CO2eq),1990,Gigagrams,543761.7304
818125,OECD,Waste,Emissions (CO2eq),1991,Gigagrams,540388.7676
818126,OECD,Waste,Emissions (CO2eq),1992,Gigagrams,538713.8007
818127,OECD,Waste,Emissions (CO2eq),1993,Gigagrams,538719.7369
818128,OECD,Waste,Emissions (CO2eq),1994,Gigagrams,535456.2955
818129,OECD,Waste,Emissions (CO2eq),1995,Gigagrams,526550.4997
818130,OECD,Waste,Emissions (CO2eq),1996,Gigagrams,517638.2155
818131,OECD,Waste,Emissions (CO2eq),1997,Gigagrams,503666.9191
818132,OECD,Waste,Emissions (CO2eq),1998,Gigagrams,491523.8044
818133,OECD,Waste,Emissions (CO2eq),1999,Gigagrams,482212.6069
818134,OECD,Waste,Emissions (CO2eq),2000,Gigagrams,475358.9598
818135,OECD,Waste,Emissions (CO2eq),2001,Gigagrams,466246.8911
818136,OECD,Waste,Emissions (CO2eq),2002,Gigagrams,465127.8556
818137,OECD,Waste,Emissions (CO2eq),2003,Gigagrams,467855.9604
818138,OECD,Waste,Emissions (CO2eq),2004,Gigagrams,463195.879
818139,OECD,Waste,Emissions (CO2eq),2005,Gigagrams,463718.4228
818140,OECD,Waste,Emissions (CO2eq),2006,Gigagrams,466525.3673
818141,OECD,Waste,Emissions (CO2eq),2007,Gigagrams,464721.2908
818142,OECD,Waste,Emissions (CO2eq),2008,Gigagrams,462183.0338
818143,OECD,Waste,Emissions (CO2eq),2009,Gigagrams,453191.5427
818144,OECD,Waste,Emissions (CO2eq),2010,Gigagrams,451839.2427
818145,OECD,Waste,Emissions (CO2eq) from CO2,1990,Gigagrams,20577.9127
818146,OECD,Waste,Emissions (CO2eq) from CO2,1991,Gigagrams,21084.0251
818147,OECD,Waste,Emissions (CO2eq) from CO2,1992,Gigagrams,21592.3114
818148,OECD,Waste,Emissions (CO2eq) from CO2,1993,Gigagrams,22102.8499
818149,OECD,Waste,Emissions (CO2eq) from CO2,1994,Gigagrams,22615.7855
818150,OECD,Waste,Emissions (CO2eq) from CO2,1995,Gigagrams,23131.0802
818151,OECD,Waste,Emissions (CO2eq) from CO2,1996,Gigagrams,23648.6543
818152,OECD,Waste,Emissions (CO2eq) from CO2,1997,Gigagrams,24168.5013
818153,OECD,Waste,Emissions (CO2eq) from CO2,1998,Gigagrams,24690.5155
818154,OECD,Waste,Emissions (CO2eq) from CO2,1999,Gigagrams,25215.0108
818155,OECD,Waste,Emissions (CO2eq) from CO2,2000,Gigagrams,25814.5554
818156,OECD,Waste,Emissions (CO2eq) from CO2,2001,Gigagrams,26329.3424
818157,OECD,Waste,Emissions (CO2eq) from CO2,2002,Gigagrams,26844.0384
818158,OECD,Waste,Emissions (CO2eq) from CO2,2003,Gigagrams,27652.9254
818159,OECD,Waste,Emissions (CO2eq) from CO2,2004,Gigagrams,28166.6114
818160,OECD,Waste,Emissions (CO2eq) from CO2,2005,Gigagrams,28681.598
818161,OECD,Waste,Emissions (CO2eq) from CO2,2006,Gigagrams,29088.0654
818162,OECD,Waste,Emissions (CO2eq) from CO2,2007,Gigagrams,29568.9254
818163,OECD,Waste,Emissions (CO2eq) from CO2,2008,Gigagrams,29947.8864
818164,OECD,Waste,Emissions (CO2eq) from CO2,2009,Gigagrams,30438.1564
818165,OECD,Waste,Emissions (CO2eq) from CO2,2010,Gigagrams,30848.4175
818166,OECD,Waste,Emissions (CO2eq) from CH4,1990,Gigagrams,494877.2081
818167,OECD,Waste,Emissions (CO2eq) from CH4,1991,Gigagrams,490497.5539
